,id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,year
1348,748,Wes Morgan,11,418,0,0.596381508,0,0,4,0,0,0,D S,Leicester,0,0.596381508,1.203891873,0.750761524,2019
1349,749,Christian Fuchs,11,760,0,0.183224809,0,0.100933835,5,2,0,0,D M S,Leicester,0,0.183224809,4.192030072,4.115167767,2019
1350,752,Daniel Drinkwater,5,331,0,0.098268516,0,0.040286142,2,1,1,0,M,"Aston Villa,Burnley",0,0.098268516,0.836057734,0.737789217,2019
1351,753,Marc Albrighton,20,860,0,0.446091877,3,2.290337469,10,20,2,0,D M S,Leicester,0,0.446091877,4.420472512,2.378024429,2019
1352,764,Daryl Janmaat,8,611,0,0.330764966,1,0.398330111,4,6,1,0,D S,Watford,0,0.330764966,1.803520592,1.27393504,2019
1353,787,Ryan Bennett,16,941,0,0.023915293,0,0.090542471,1,2,2,0,D S,"Leicester,Wolverhampton Wanderers",0,0.023915293,2.269687807,2.179145319,2019
1354,803,Ben Foster,38,3420,0,0.345803916,0,0.036706571,1,1,1,0,GK,Watford,0,0.345803916,1.580454676,1.543748102,2019
1355,825,Adam Smith,24,2078,0,0.69261378,1,1.273224204,4,10,7,0,D,Bournemouth,0,0.69261378,5.350800078,4.599220164,2019
1356,836,Victor Wanyama,2,21,0,0,0,0,0,0,1,0,S,Tottenham,0,0,0.128570691,0.128570691,2019
1357,842,Oriol Romeu,30,1865,0,0.197261868,0,1.717230167,8,19,5,0,M S,Southampton,0,0.197261868,4.205227051,3.239068473,2019
1358,845,Maya Yoshida,8,555,0,0.939902172,0,0.070446648,5,1,1,0,D S,Southampton,0,0.939902172,0.66534523,0.585985929,2019
1359,853,Paul Dummett,16,1229,0,0.024163909,0,0.198086363,2,4,2,0,D S,Newcastle United,0,0.024163909,1.695327315,1.570717792,2019
1360,857,Phil Bardsley,21,1890,0,0.290977373,1,1.579568287,11,9,6,0,D,Burnley,0,0.290977373,3.418901121,1.851011215,2019
1361,876,Fabian Delph,16,1194,0,0.045710572,0,0.478917675,3,7,3,1,M S,Everton,0,0.045710572,5.085359991,4.884202838,2019
1362,885,Kyle Walker-Peters,13,946,0,0.119531885,0,0.74736209,3,6,1,0,D S,"Southampton,Tottenham",0,0.119531885,2.343926486,1.64901511,2019
1363,887,Erik Pieters,24,1880,0,0.451019884,4,2.698189762,14,18,2,0,D M S,Burnley,0,0.451019884,5.004477552,2.330093649,2019
1364,902,Sam Byram,17,1292,0,2.1922906,0,0.362093257,15,6,4,0,D S,Norwich,0,2.1922906,2.703712672,1.785952821,2019
1365,908,Muhamed Besic,9,236,0,0.149540059,0,0.086839207,4,1,2,0,M S,Sheffield United,0,0.149540059,1.20465596,0.984313995,2019
1366,914,Nabil Bentaleb,12,750,0,0.061912496,0,0.195301443,4,8,2,0,M S,Newcastle United,0,0.061912496,1.951648861,1.763133751,2019
1367,925,Patrick Roberts,3,19,0,0,0,0,0,0,0,0,S,Norwich,0,0,0,0,2019
1368,934,Axel Tuanzebe,5,186,0,0,0,0,0,0,0,0,D S,Manchester United,0,0,0.173849247,0.173849247,2019
1369,935,Kurt Zouma,28,2340,0,1.469709527,0,0.121913828,15,1,6,0,D S,Chelsea,0,1.469709527,9.402101983,9.392717806,2019
1370,951,Phil Jones,2,137,0,0.114845745,0,0,2,0,0,0,D,Manchester United,0,0.114845745,0.354166325,0.354166325,2019
1371,971,Harry Winks,31,2236,0,0.390079569,0,0.8992681,14,17,9,0,M S,Tottenham,0,0.390079569,7.997803209,7.140216051,2019
1372,973,Paulo Gazzaniga,18,1612,0,0,0,0.40006125,0,1,1,0,GK S,Tottenham,0,0,2.299613006,1.899551746,2019
1373,982,Tim Krul,36,3240,0,0,0,0,0,0,4,0,GK,Norwich,0,0,3.515048135,3.515048135,2019
1374,985,Mason Holgate,27,2047,0,1.405400881,3,1.122264192,12,4,5,0,D M S,Everton,0,1.405400881,6.361287424,5.70923648,2019
1375,987,Joseph Gomez,28,1996,0,0.018379156,0,0.163564123,1,5,7,0,D S,Liverpool,0,0.018379156,8.470328348,8.29664246,2019
1376,1006,Luke Shaw,24,1735,0,0.719465985,0,1.375558405,11,19,7,0,D S,Manchester United,0,0.719465985,7.25877029,6.281433146,2019
1377,1036,Jack Wilshere,8,197,0,0,0,0,0,0,0,0,M S,West Ham,0,0,0.507789195,0.507789195,2019
1378,1040,Angelino,6,417,0,0.209232934,0,1.923204936,5,9,1,0,D S,Manchester City,0,0.209232934,2.763353288,2.369252861,2019
1379,1053,Keinan Davis,18,514,0,1.985923849,0,0.180366119,17,6,0,0,F S,Aston Villa,0,1.985923849,2.638287212,1.306781422,2019
1380,1217,Moritz Leitner,9,689,0,0.217812099,0,0.363968546,8,7,1,0,M S,Norwich,0,0.217812099,4.27574962,3.830889788,2019
1381,1245,Emerson,15,1019,0,1.099134436,0,1.687928706,13,19,3,0,D S,Chelsea,0,1.099134436,6.990983002,5.515447676,2019
1382,1257,Alisson,29,2545,0,0,1,0.262915224,0,1,0,1,GK,Liverpool,0,0,6.831634546,6.568719337,2019
1383,1374,José Reina,12,1080,0,0,0,0.039028116,0,1,1,0,GK,Aston Villa,0,0,1.70922461,1.70922461,2019
1384,1545,Emil Krafth,17,1024,0,0.35268707,1,0.703287482,4,1,0,0,D S,Newcastle United,0,0.35268707,1.795727298,0.739752745,2019
1385,1651,Tom Heaton,20,1797,0,0,0,0,0,0,0,0,GK,Aston Villa,0,0,2.095072572,2.095072572,2019
1386,1652,Matthew Lowton,17,1530,0,0.014243403,1,1.274649853,1,11,2,0,D,Burnley,0,0.014243403,3.158141002,2.133144137,2019
1387,1677,Nathaniel Chalobah,22,915,0,0.498691982,1,1.616138004,9,9,1,0,M S,Watford,0,0.498691982,2.396554895,1.413669633,2019
1388,1699,Shkodran Mustafi,15,1208,0,0.56802573,1,0.575872842,11,3,2,0,D S,Arsenal,0,0.56802573,4.499947272,3.967217229,2019
1389,1701,Borja Bastón,2,9,0,0,0,0,0,0,0,0,S,Aston Villa,0,0,0,0,2019
1390,1719,Javier Manquillo,21,1598,0,0.035947606,1,0.262780737,1,5,5,0,D S,Newcastle United,0,0.035947606,3.059056005,2.839415492,2019
1391,1724,Isaac Success,5,54,0,0.094798103,0,0.054677688,1,1,1,0,S,Watford,0,0.094798103,0.194449693,0.044973899,2019
1392,1725,Christian Kabasele,27,2261,0,0.825311513,2,0.639217475,9,5,1,2,D S,Watford,0,0.825311513,2.303734001,2.278400663,2019
1393,1729,Georges-Kévin Nkoudou,1,1,0,0.056358423,0,0,1,0,0,0,S,Tottenham,0,0.056358423,0.056358423,0,2019
1394,1731,Claudio Bravo,4,347,0,0,0,0,0,0,0,0,GK S,Manchester City,0,0,0.704124503,0.704124503,2019
1395,1734,Sofiane Boufal,20,746,0,1.014551141,2,2.698258985,18,15,2,0,M S,Southampton,0,1.014551141,6.150288098,3.549865828,2019
1396,1739,Eric Bailly,4,142,0,0,0,0,0,0,0,0,D S,Manchester United,0,0,0.518024756,0.518024756,2019
1397,1747,Kevin Long,8,560,0,0.105990048,0,0,2,0,0,0,D S,Burnley,0,0.105990048,0.850585878,0.757578969,2019
1398,1749,Rob Holding,8,576,0,0.109356366,0,0,2,0,1,0,D S,Arsenal,0,0.109356366,0.44364161,0.44364161,2019
1399,1750,Ainsley Maitland-Niles,20,1372,0,0.508408133,2,1.646096371,4,11,4,1,D S,Arsenal,0,0.508408133,5.15650332,3.567148937,2019
1400,1760,Arthur Masuaku,17,925,0,0.099221125,1,1.252851464,5,7,4,1,D S,West Ham,0,0.099221125,3.070639553,2.874283677,2019
1401,1785,Nampalys Mendy,7,295,0,0.013872342,0,0.089007248,1,3,0,0,M S,Leicester,0,0.013872342,1.877277005,1.789330833,2019
1402,1789,Lewis Cook,27,1331,0,0.24775367,0,0.548651425,9,11,5,0,M S,Bournemouth,0,0.24775367,3.170845577,2.713585532,2019
1403,1823,Lucas Digne,35,3044,0,1.257189199,7,6.390029035,29,72,6,0,D M,Everton,0,1.257189199,8.197329143,5.132402357,2019
1404,1883,Ravel Morrison,1,11,0,0.026693774,0,0,1,0,0,0,S,Sheffield United,0,0.026693774,0,0,2019
1405,1950,Martín Montoya,27,1912,0,1.434309933,1,1.942305795,8,21,5,0,D S,Brighton,0,1.434309933,6.852791702,4.159861935,2019
1406,2132,Jota,10,328,0,0.263800247,1,0.56823143,6,4,0,0,F M S,Aston Villa,0,0.263800247,1.558620621,0.849068344,2019
1407,2190,Vicente Guaita,35,3150,0,0,0,0,0,0,1,0,GK,Crystal Palace,0,0,1.85564624,1.85564624,2019
1408,2344,Christian Atsu,19,733,0,0.246356724,3,0.712301994,5,13,2,0,M S,Newcastle United,0,0.246356724,1.533489108,0.70730472,2019
1409,2379,João Cancelo,17,1198,0,0.560565183,0,2.999575402,15,17,4,0,D S,Manchester City,0,0.560565183,14.22669828,11.60989326,2019
1410,2383,André Gomes,19,1457,0,0.206847342,1,1.104507593,5,11,6,0,M S,Everton,0,0.206847342,5.090313947,3.942985699,2019
1411,2385,Mat Ryan,38,3420,0,0,0,0,0,0,0,0,GK,Brighton,0,0,4.315608842,4.315608842,2019
1412,2390,Víctor Camarasa,1,3,0,0,0,0,0,0,0,0,S,Crystal Palace,0,0,0.065377168,0.065377168,2019
1413,2446,Dani Ceballos,24,1722,0,0.470074136,2,1.576143669,13,28,1,0,M S,Arsenal,0,0.470074136,8.663117463,7.352911368,2019
1414,2509,Dimitri Foulquier,3,52,0,0,0,0,0,0,0,0,M S,Watford,0,0,0,0,2019
1415,2673,Albian Ajeti,9,114,0,0.202351684,0,0.038743831,3,2,0,0,S,West Ham,0,0.202351684,0.273331942,0.032236431,2019
1416,2958,Oleksandr Zinchenko,19,1265,0,0.477002002,0,2.093007034,16,20,0,1,D S,Manchester City,0,0.477002002,10.34460018,9.809206281,2019
1417,3253,Frederic Guilbert,25,2045,0,0.417596782,2,1.389764119,8,13,6,0,D S,Aston Villa,0,0.417596782,4.420983244,3.741674721,2019
1418,3357,Djibril Sidibe,25,1806,0,0.301567091,4,2.564887006,12,19,3,0,D M S,Everton,0,0.301567091,7.775435114,5.019268615,2019
1419,3358,Ibrahim Amadou,11,757,0,0.592750007,0,0.050286222,6,1,1,0,D M S,Norwich,0,0.592750007,1.24645482,1.150982291,2019
1420,3389,Benjamin Mendy,19,1508,0,0.317463351,3,1.626008035,10,21,3,0,D S,Manchester City,0,0.317463351,10.95017843,10.00816064,2019
1421,3873,Ezequiel Schelotto,8,362,0,0.254964938,0,0,4,0,1,0,D S,Brighton,0,0.254964938,0.49947959,0.244514655,2019
1422,4401,Emiliano Martinez,9,771,0,0,0,0,0,0,2,0,GK S,Arsenal,0,0,0.907871846,0.907871846,2019
1423,4441,Matthew James,1,3,0,0,0,0,0,0,0,0,S,Leicester,0,0,0,0,2019
1424,4475,Jed Steer,1,7,0,0,0,0,0,0,0,0,GK,Aston Villa,0,0,0,0,2019
1425,4764,Jean-Philippe Gbamin,2,135,0,0,0,0,0,0,0,0,M S,Everton,0,0,0,0,2019
1426,5043,Kiko Femenía,28,2253,0,0.12204704,0,1.201011118,5,18,5,0,D S,Watford,0,0.12204704,3.485389378,2.782934683,2019
1427,5061,Kepa,33,2970,0,0,0,0,0,0,0,0,GK,Chelsea,0,0,5.265830476,5.265830476,2019
1428,5065,Diego Rico,27,2346,0,0.33659481,4,2.5829773,11,31,6,0,D,Bournemouth,0,0.33659481,4.199680838,3.412198318,2019
1429,5087,Roberto Jiménez,8,687,0,0,0,0,0,0,0,0,GK S,West Ham,0,0,0.122903097,0.122903097,2019
1430,5234,Jesús Vallejo,2,163,0,0,0,0,0,0,1,0,D S,Wolverhampton Wanderers,0,0,0.058394711,0.058394711,2019
1431,5240,Ondrej Duda,10,737,0,0.531972069,0,1.533667382,10,16,0,0,M S,Norwich,0,0.531972069,1.988604669,1.073986618,2019
1432,5245,Bernardo,14,678,0,0.454292418,0,0.940380573,7,4,1,0,D S,Brighton,0,0.454292418,2.120071644,1.333890948,2019
1433,5261,Kevin Danso,6,272,0,0.078070909,1,0.078978211,1,1,0,1,D S,Southampton,0,0.078070909,0.497941483,0.497941483,2019
1434,5544,Angus Gunn,10,900,0,0,0,0,0,0,0,0,GK,Southampton,0,0,0.486054629,0.486054629,2019
1435,5552,Nick Pope,38,3420,0,0,0,0.199706264,0,3,1,0,GK,Burnley,0,0,2.249560819,2.087928255,2019
1436,5567,Nathan Holland,2,24,0,0.009777019,0,0,1,0,0,0,S,West Ham,0,0.009777019,0.009777019,0,2019
1437,5573,Domingos Quina,4,9,0,0.021320984,0,0,1,0,0,0,S,Watford,0,0.021320984,0.021320984,0,2019
1438,5584,Aaron Wan-Bissaka,35,3075,0,0.814919112,4,3.490916756,7,25,8,0,D M S,Manchester United,0,0.814919112,14.16557976,11.52116862,2019
1439,5598,Angel Gomes,2,17,0,0,0,0.229203284,0,2,0,0,S,Manchester United,0,0,0.252397284,0.162215784,2019
1440,5602,Sam Surridge,4,20,0,0.897161007,0,0.065711908,2,1,0,0,S,Bournemouth,0,0.897161007,0.485764854,0,2019
1441,5603,Aaron Ramsdale,37,3330,0,0,1,0.531423394,0,2,0,0,GK,Bournemouth,0,0,2.167375199,1.635951802,2019
1442,5681,Giovani Lo Celso,28,1477,0,1.379527796,2,1.707291834,18,29,6,0,M S,Tottenham,0,1.379527796,7.932056021,5.939790461,2019
1443,5759,Matteo Guendouzi,24,1744,0,0.529899552,1,1.063303284,11,12,6,0,M S,Arsenal,0,0.529899552,6.531605005,5.212480575,2019
1444,6027,Jairo Riedewald,17,747,0,0.046988671,0,0.210897446,3,2,0,0,D M S,Crystal Palace,0,0.046988671,1.32526215,1.193236528,2019
1445,6044,Charlie Taylor,24,1938,0,0.014006257,1,0.863097904,1,12,3,0,D S,Burnley,0,0.014006257,3.498769421,3.250042129,2019
1446,6049,Solly March,19,1132,0,1.466960359,1,1.106579943,20,13,2,0,D F M S,Brighton,0,1.466960359,4.376131753,2.265023034,2019
1447,6051,Dale Stephens,33,2528,0,0.444134231,1,1.247191878,19,18,8,0,M S,Brighton,0,0.444134231,7.186789788,6.239625992,2019
1448,6054,Ederson,35,3071,0,0,0,0.074793592,0,1,3,1,GK,Manchester City,0,0,8.338199552,8.263405945,2019
1449,6105,Gaëtan Bong,4,53,0,0,0,0.118988849,0,2,0,0,S,Brighton,0,0,0.156652709,0.037663859,2019
1450,6249,Davinson Sánchez,29,2433,0,0.755370375,0,0.036288917,7,1,6,0,D S,Tottenham,0,0.755370375,7.255796818,7.219507901,2019
1451,6306,Juan Foyth,4,67,0,0,0,0.02350113,0,1,1,0,D S,Tottenham,0,0,0.099093467,0.099093467,2019
1452,6336,Bruno Jordao,1,1,0,0,0,0.046125613,0,1,0,0,S,Wolverhampton Wanderers,0,0,0,0,2019
1453,6410,Jack Simpson,4,237,0,0.011818752,0,0.034685321,1,1,0,0,D S,Bournemouth,0,0.011818752,0.046504073,0,2019
1454,6424,Ben Johnson,3,270,0,0.015314772,0,0.028969409,1,1,0,0,D,West Ham,0,0.015314772,0.422867224,0.422867224,2019
1455,6532,Martin Dubravka,38,3420,0,0,0,0,0,0,0,0,GK,Newcastle United,0,0,2.55671307,2.55671307,2019
1456,6542,Jürgen Locadia,2,84,0,0.399701785,0,0,2,0,0,0,F S,Brighton,0,0.399701785,0.101700379,0.043615105,2019
1457,6817,Fred,29,2147,0,1.591740058,0,2.314132543,40,35,8,0,M S,Manchester United,0,1.591740058,12.0332467,9.726845287,2019
1458,6837,Ryan Sessegnon,6,341,0,0.092631869,0,0.04794934,1,2,0,0,D M S,Tottenham,0,0.092631869,0.525665015,0.401522592,2019
1459,6849,Rui Patrício,38,3420,0,0,0,0,0,0,0,0,GK,Wolverhampton Wanderers,0,0,2.798100628,2.798100628,2019
1460,6850,Willy Boly,22,1980,0,0.233208632,1,1.024592873,5,7,1,1,D,Wolverhampton Wanderers,0,0.233208632,4.820769167,3.924917588,2019
1461,6851,Conor Coady,38,3420,0,0,0,0.532123715,0,5,5,0,D,Wolverhampton Wanderers,0,0,9.533743877,9.087924179,2019
1462,6856,Rúben Vinagre,16,625,0,0.287852935,0,0.61947776,5,4,1,0,D S,Wolverhampton Wanderers,0,0.287852935,2.434099624,1.959365288,2019
1463,6857,Morgan Gibbs-White,7,119,0,0.071854996,0,0.070876092,2,3,0,0,M S,Wolverhampton Wanderers,0,0.071854996,0.306429308,0.192799278,2019
1464,6891,Ryan Fredericks,27,2236,0,0.127229913,3,2.988232175,3,22,7,0,D S,West Ham,0,0.127229913,6.535195041,5.442850385,2019
1465,6997,Ignacio Pussetto,7,48,0,0,0,0,0,0,1,0,S,Watford,0,0,0,0,2019
1466,7198,Oliver Skipp,7,70,0,0,0,0,0,0,0,0,M S,Tottenham,0,0,0,0,2019
1467,7230,Emile Smith-Rowe,2,96,0,0,0,0,0,0,0,0,M S,Arsenal,0,0,0,0,2019
1468,7280,Yan Valery,11,796,0,0.25615729,0,1.143116295,3,2,1,0,D S,Southampton,0,0.25615729,3.589541728,2.753902258,2019
1469,7281,Diogo Dalot,4,65,0,0.371559829,0,0,1,0,0,0,D S,Manchester United,0,0.371559829,0.390380969,0.018821141,2019
1470,7332,Max Kilman,3,183,0,0,0,0,0,0,0,0,D S,Wolverhampton Wanderers,0,0,0.035034571,0.035034571,2019
1471,7382,Dan Burn,34,2879,0,1.905361064,0,1.673676011,13,20,5,0,D S,Brighton,0,1.905361064,7.785169064,6.515010974,2019
1472,7438,James Garner,1,5,0,0,0,0,0,0,0,0,S,Manchester United,0,0,0.036255777,0.036255777,2019
1473,7439,Tahith Chong,3,29,0,0.071881711,0,0,1,0,0,0,S,Manchester United,0,0.071881711,0.085999575,0.014117863,2019
1474,7546,Harvey Elliott,2,5,0,0,0,0,0,0,0,0,S,Liverpool,0,0,0,0,2019
1475,7582,Mark Travers,1,90,0,0,0,0,0,0,0,0,GK,Bournemouth,0,0,0.019804752,0.019804752,2019
1476,7602,Kelland Watts,1,12,0,0,0,0,0,0,0,0,S,Newcastle United,0,0,0,0,2019
1477,7688,Max Aarons,36,3240,0,0.650880901,1,3.895117931,14,23,7,0,D,Norwich,0,0.650880901,10.05500564,7.378263747,2019
1478,7689,Ben Godfrey,30,2649,0,0.858222793,0,0.07431055,15,3,3,1,D,Norwich,0,0.858222793,6.353033338,6.246153906,2019
1479,7690,Grant Hanley,15,1261,0,0.439899426,0,0,8,0,4,0,D S,Norwich,0,0.439899426,1.799297087,1.799297087,2019
1480,7692,Tom Trybull,16,1159,0,0.444253732,0,0.150019223,11,3,2,0,M S,Norwich,0,0.444253732,3.487555966,3.333414488,2019
1481,7694,Marco Stiepermann,24,1201,0,1.293781566,0,0.937404895,19,12,6,0,M S,Norwich,0,1.293781566,5.158773828,3.412886145,2019
1482,7702,Dean Henderson,36,3240,0,0.033040807,0,0.021868819,1,1,2,0,GK,Sheffield United,0,0.033040807,0.293627672,0.293627672,2019
1483,7704,Chris Basham,38,3275,0,0.329538924,1,1.312220134,6,13,4,0,D,Sheffield United,0,0.329538924,4.455961814,4.018944854,2019
1484,7705,Jack O&#039;Connell,33,2913,0,0.828777321,1,3.557616675,14,16,4,0,D S,Sheffield United,0,0.828777321,7.513776335,6.322382801,2019
1485,7713,Luke Freeman,11,358,0,0.057679892,0,0.185561039,3,3,2,0,M S,Sheffield United,0,0.057679892,0.681846146,0.46212709,2019
1486,7714,Ben Osborn,13,586,0,0.195210319,0,0.887879334,3,7,0,0,M S,Sheffield United,0,0.195210319,2.333208814,1.588596284,2019
1487,7715,Simon Moore,2,180,0,0,0,0,0,0,0,0,GK,Sheffield United,0,0,0.029432485,0.029432485,2019
1488,7725,Jonathan Kodjia,6,96,0,0.158653587,0,0.082373589,2,1,1,0,S,Aston Villa,0,0.158653587,0.327951908,0.086924732,2019
1489,7727,Henri Lansbury,10,186,0,0.053228952,0,0.06579376,2,2,0,0,M S,Aston Villa,0,0.053228952,0.461824574,0.361035347,2019
1490,7753,James Justin,13,1005,0,0.267881128,1,1.079851244,7,12,1,0,D S,Leicester,0,0.267881128,4.534260921,3.331790112,2019
1491,7823,Jack Stacey,19,1553,0,0.561606787,2,2.406902581,5,10,2,0,D S,Bournemouth,0,0.561606787,5.17683972,3.120716247,2019
1492,7988,Billy Gilmour,6,190,0,0.028427353,0,0.188025702,1,4,0,0,M S,Chelsea,0,0.028427353,1.926147915,1.738122299,2019
1493,7990,Christoph Zimmermann,17,1424,0,0.257801182,1,0.075271977,6,2,3,0,D S,Norwich,0,0.257801182,2.754293101,2.70889226,2019
1494,8020,Steven Alzate,19,1175,0,1.057683419,0,0.815260611,13,14,1,0,D M S,Brighton,0,1.057683419,3.489716358,1.868018886,2019
1495,8021,Adam Idah,12,197,0,0.826487066,0,0.01502138,6,1,0,0,F S,Norwich,0,0.826487066,0.855592798,0.01408435,2019
1496,8022,Michael McGovern,2,159,0,0,0,0,0,0,0,0,GK S,Norwich,0,0,0.100498006,0.100498006,2019
1497,8040,Marvelous Nakamba,29,1836,0,0.131544667,0,0.54774553,7,12,5,0,M S,Aston Villa,0,0.131544667,4.796764562,4.29724895,2019
1498,8045,Eric Garcia,13,780,0,0.603948176,0,0.222609509,2,2,1,0,D S,Manchester City,0,0.603948176,4.964900881,4.964900881,2019
1499,8046,Kieron Freeman,2,5,0,0,0,0,0,0,0,0,S,Sheffield United,0,0,0.023521867,0.023521867,2019
1500,8061,Leon Clarke,2,29,0,0.428130478,0,0,1,0,0,0,S,Sheffield United,0,0.428130478,0.488092333,0.059961859,2019
1501,8066,Arnaut Danjuma Groeneveld,14,614,0,1.048507299,0,0.163910229,13,5,0,0,M S,Bournemouth,0,1.048507299,1.204533551,0.269083058,2019
1502,8067,Reece James,24,1512,0,0.819267087,2,3.181412563,18,25,1,0,D S,Chelsea,0,0.819267087,7.329804063,6.209257852,2019
1503,8080,Akin Famewo,1,1,0,0,0,0,0,0,0,0,S,Norwich,0,0,0,0,2019
1504,8082,David Martin,5,436,0,0,0,0,0,0,1,0,GK S,West Ham,0,0,0.16211921,0.16211921,2019
1505,8090,Lloyd Kelly,8,634,0,0.035675462,0,0.138222381,1,1,2,0,D S,Bournemouth,0,0.035675462,0.654059775,0.515837394,2019
1506,8145,Troy Parrott,2,3,0,0,0,0,0,0,0,0,S,Tottenham,0,0,0,0,2019
1507,8150,Anthony Gordon,11,438,0,0.327071358,1,0.339949749,6,6,0,0,M S,Everton,0,0.327071358,0.89563721,0.328934893,2019
1508,8204,Neco Williams,6,235,0,0.233528454,0,0.046672344,7,2,1,0,D S,Liverpool,0,0.233528454,0.930301741,0.727927759,2019
1509,8214,Tyrick Mitchell,4,186,0,0,0,0.18981104,0,4,1,0,D S,Crystal Palace,0,0,0.505854454,0.454187199,2019
1510,8216,Brandon Pierrick,2,10,0,0,0,0.095518738,0,2,0,0,S,Crystal Palace,0,0,0.095518738,0,2019
1511,8222,Japhet Tanganga,6,528,0,0.053468216,0,0.029117819,3,1,1,0,D,Tottenham,0,0.053468216,0.74895981,0.708457027,2019
1512,8224,William Smallbone,9,401,0,0.295870839,2,0.172170985,6,3,0,0,M S,Southampton,0,0.295870839,1.059664447,0.633246521,2019
1513,8226,Tariq Lamptey,9,624,0,0.071200705,1,1.149046749,2,7,2,0,D M S,"Brighton,Chelsea",0,0.071200705,1.177601799,0.595980626,2019
1514,8235,Jeremy Ngakia,5,442,0,0.014036505,0,0,1,0,0,0,D,West Ham,0,0.014036505,0.89196482,0.877928314,2019
1515,8239,Takumi Minamino,10,233,0,0.838236604,0,0.016142879,8,1,0,0,F S,Liverpool,0,0.838236604,1.212132011,0.431189042,2019
1516,8254,Indiana Vassilev,4,35,0,0.032814443,0,0,1,0,0,0,S,Aston Villa,0,0.032814443,0.032814443,0,2019
1517,8257,Gedson Fernandes,7,51,0,0.019950563,0,0.091910187,1,2,0,0,S,Tottenham,0,0.019950563,0.267960222,0.156099472,2019
1518,8272,João Pedro,3,14,0,0.042923626,0,0,1,0,0,0,S,Watford,0,0.042923626,0.042923626,0,2019
1519,8286,Jack Robinson,6,507,0,0,0,0.148165975,0,2,0,0,D,Sheffield United,0,0,1.092676114,0.944510141,2019
1520,8323,Josh Brownhill,10,808,0,0.318044197,0,0.122256584,6,3,2,0,M S,Burnley,0,0.318044197,2.09862379,1.89085114,2019
1521,8379,Alexis Mac Allister,9,357,0,0.587467863,0,0.203351314,7,5,0,0,F M S,Brighton,0,0.587467863,1.172587945,0.500704058,2019
1522,8380,Pablo Marí,2,113,0,0,0,0,0,0,0,0,D,Arsenal,0,0,0.51359944,0.51359944,2019
1523,8383,Faustino Anjorin,1,19,0,0.016682621,0,0,1,0,0,0,S,Chelsea,0,0.016682621,0.016682621,0,2019
1524,8384,Armando Broja,1,4,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0.020872783,0.020872783,2019
1525,8455,Josh Martin,5,25,0,0.106460005,0,0,1,0,0,0,S,Norwich,0,0.106460005,0.106460005,0,2019
1526,8456,Nathan Tella,1,1,0,0.075786114,0,0,1,0,0,0,S,Southampton,0,0.075786114,0.075786114,0,2019
1527,8472,Richairo Zivkovic,5,95,0,0.064038776,0,0.138025174,1,2,0,0,S,Sheffield United,0,0.064038776,0.205646567,0.205646567,2019
1528,8476,Jarrad Branthwaite,4,296,0,0,0,0,0,0,0,0,D S,Everton,0,0,1.471693017,1.471693017,2019
1529,8480,Max Thompson,1,1,0,0,0,0,0,0,0,0,S,Burnley,0,0,0,0,2019
1530,8493,Jake Vokins,1,90,0,0.013284162,0,0.096595727,1,1,0,0,D,Southampton,0,0.013284162,0.501861393,0.488577217,2019
1531,8496,Tommy Doyle,1,13,0,0.077600516,0,0,1,0,0,0,S,Manchester City,0,0.077600516,0.077600516,0,2019
1532,8518,Jordan Thomas,1,1,0,0,0,0,0,0,0,0,S,Norwich,0,0,0,0,2019
1533,8562,Luke Thomas,3,270,0,0,1,0.629981801,0,9,0,0,D,Leicester,0,0,1.378853023,1.267735928,2019
1534,8563,George Hirst,2,5,0,0.100602793,0,0,3,0,0,0,S,Leicester,0,0.100602793,0.021223096,0,2019
1535,647,Harry Kane,35,3097,23,22.17485891,14,7.577093588,138,49,1,0,F,Tottenham,19,19.13018344,24.99564832,4.451256848,2020
1536,1250,Mohamed Salah,37,3085,22,20.25084664,5,6.528526101,126,55,0,0,F M S,Liverpool,16,15.68383364,28.96823355,9.800235655,2020
1537,1228,Bruno Fernandes,37,3117,18,16.01945446,12,11.47499598,121,95,6,0,M S,Manchester United,9,8.407839627,26.91141238,11.93228487,2020
1538,453,Son Heung-Min,37,3139,17,11.02328676,10,9.51299247,68,75,0,0,F M S,Tottenham,16,10.2621179,20.67191555,6.608751139,2020
1539,822,Patrick Bamford,38,3085,17,18.40186261,7,3.782246552,107,30,3,0,F S,Leeds,15,16.87952495,23.39495271,4.131795546,2020
1540,5555,Dominic Calvert-Lewin,33,2878,16,18.21051367,0,2.101818834,83,18,3,0,F S,Everton,16,18.21051367,19.88430648,4.270797715,2020
1541,755,Jamie Vardy,34,2848,15,19.94294611,9,5.087881522,82,28,1,0,F S,Leicester,7,13.09242658,18.22790737,2.412587734,2020
1542,8865,Ollie Watkins,37,3330,14,16.28017765,5,5.314029492,98,45,2,1,F,Aston Villa,13,14.75784001,22.01402079,5.334991174,2020
1543,314,Ilkay Gündogan,28,2033,13,9.566883081,2,3.816219656,54,42,1,0,M S,Manchester City,12,8.044545346,19.28681173,10.14837474,2020
1544,3277,Alexandre Lacazette,31,1939,13,12.02890942,2,2.209213115,45,22,3,0,F M S,Arsenal,10,9.745402876,14.36154239,2.937940784,2020
